,Comentario
3868,Vale mucho la pena ir a conocer cada nueva exposición. Hay muchos personajes importantes por conocer
3869,Muy bonito todo..excelente introducción para una visita al museo para los niños
3870,"Excelente museo, de los mejores de México, siempre  actual y con exposiciones de gran calidad y clase"
3871,No tiene nada la vdd no me gusto
3872,"Me gustó la exhibición,que fuera gratis pero la tienda de suvenirs no tenía nada del museo"
3873,"Muy buen museo, lleno de exposiciones de calidad aunque algo caro los días de cobro."
3874,"Tienen exposiciones interesantes, traen artistas reconocidos, para pasar un rato agradable."
3875,sin lugar a duda un lugar lleno de objetos que nos trasnladan al pasado a conocer la historia de nuestra ciudad y tambien es un gran lugar para pasar el rato
3876,El lugar muy bonito pero la ocasión qué fuimos las obras eran muy escasas. Abelina Lezper hubiera destrozado las obras!!!!
3877,Me encanta el restaurante del Museo Marco. La comida del bufete es super rica.
3878,Excelente lugar para ir con la familia a admirar las bellas obras de arte que se encuentran en el centro de Monterrey
3879,"En él se pueden encontrar grandes exposiciones de arte contemporáneo, pintura, escultura, fotografía y de todo tipo de expresiones culturales, como conciertos. Además cuenta con tienda propia y restaurante."
3880,Por sus exposiciones.
3881,"Al más puro estilo de Legarreta, este es un imperdible de Monterrey, este la exposición que este el puro edificio vale la pena la visita."
3882,Me encanta. Además ahí canté. Muy bonita experiencia cantar ahí con el Coro Oratorio y Santa Rosa
3883,¡De mis museos favoritos! <3 Muestran arte moderno y es gratis los miércoles
3884,"El museo tiene expisiciones muy interesantes, a nivel internacional.
Esta ubicado en el centro y a pocas cuadras esta el corredor cultural."
3885,Amé la exposición y el museo es hermoso
3886,Excelentes exposiciones. Lo mejor es ir temprano para recorrerlo a gusto sin que haya tanta gente.
3887,"Gran museo y excelente para tomar cursos o talleres, un lugar maravilloso."
3888,Uno de los museos más interesantes de Monterrey. Grandiosa la exposición de Cardiff y Miller.
3889,"Excelente museo, muy dinámico y con buenas exposiciones"
3890,Los museos se están transformando y ofrecen opciones para sentirse bien y vivir otras experiencias
3891,"No hay exposición permanente, aunque las temporales (la mayoría de las veces) valen la pena."
3892,Gran museo tanto por exposiciones y arquitectura mexicana! A un precio deseable
3893,El Museo de Arte Contemporáneo es una visita obligada para quienes vengan a Monterrey. El espacio en sí mismo es una obra de arte.
3894,Excelente trato y ambiente cultural. Actualmente la exposición de Scorsese.No falten Cinéfilos
3895,Muy buena la exposición de Martín Scorsese pero faltan guías que expliquen a detalle cada obra
3896,Excelente servicio y ambiente para disfrutar agusto de las exposiciones.
3897,"El mejor museo de la ciudad, tiene la mejor Arquitectura, las mejores exposiciones y es el más inclusivo."
3898,El museo super bien diseñado y corrimos con suerte de encontrar exposición de Leonora Carringto.
3899,"Las piezas y exposiciones (curaduría), aunado con la maravillosa arquitectura de Legorreta rescata la TERRIBLE museografía."
3900,Elegancia modernidad cultura arte gastronomia atencion excelente servicio  todo en un bonito lugar
3901,"Me fascina Marco, sus membresías, el diplomado de Historia del Arte, las exposiciones, todo el concepto, gracias por existir."
3902,Súper recomendable sobre todo si pides una visita guiada 👌🏻
3903,Disfrútalo si te toca una buena exposición.  El lugar es increíble.
3904,"Fuimos a ver las obras de Remedios Varo, junto con otras como Siqueiros, Rivera, Tamayo, Orozco...   Excelentes exposiciones! :)"
3905,"Muy interesante, excelente ubicación y sus instalaciones muy limpias, mucho en que entreterte"
3906,"Me encantó su amplitud, confort e iluminación del museo"
3907,"Exposiciones muy interesantes, solamente el precio del boleto de entrada podría ser mas accesible para todo público."
3908,"El lugar y las obras magnificas, tan solo si tuvieran mejor servicio! personal mas amable y con vocación de servicio, seria genial..."
3909,"Muy recomendable :) buenas exposiciónes,  climatizado,  y la tienda de recuerdos!!"
3910,"Tiene muy buenas exposiciones y en vacaciones brinda talleres especialmente para niños y a lo largo del año, tiene cursos muy buenos."
3911,Variedad en las exposiciones (las cuales no son permanentes) por lo que si hay alguna que te llama la atención es mejor ir en el momento.
3912,Todo muy bien pero las personas que dan informacion no sabian de los eventos del dia
3913,"Excelente ubicacion, hay programas para niños asi los niños se enfocan mas en el arte desde pequeños."
3914,"Súper interesante, bonito y espacioso.
Nos tocó una exposición demasiado buena."
3915,"La logística es buena y por lo general, presentan exposiciones temporales interesantes. Revisen la cartelera antes de asistir."
3916,"Exelentes galerias de arte, impresionante instalaciones que alberga un gran numero de obras de arte conteporaneo."
3917,"Buenas expocisiones y muy entretenido , la tienda de souvenirs un poco caros los productos"
3918,Me encantan las exposiciones y el buffet del restaurante. Los antipastos son lo mejor!
3919,Muy interesante desde la arquitectura del museo hasta las exposiciones que cambian temporalmente.
3920,Siempre tiene muy buenas exposiciones
3921,Bien gracias
3922,"Un espacio espectacular para los amantes del arte. Ubicación accesible  en el centro de Monterrey,  buen estacionamiento."
3923,"Siempre hay exposiciones interesantes, estacionamiento disponible y buena atencion del personal"
3924,Muy agradable. La mayoría de las exposiciones muy interesantes
3925,"Casi nada que ver, no ai muchas expocisiones,"
3926,El mejor Museo de la ciudad. Cuenta siempre con buenas exposiciones y además está impecable la limpieza y el servicio.
3927,¡El mejor museo de Nuevo León!
3928,Exelente lugar para ir en familia
3929,Excelente experiencia. Interesante y repetible.
3930,Excelente para disfrutar un buen rato y aprender sobre cosas diversas.
3931,Muy buen lugar para el arte
3932,"Mala atención en la venta de boletos, no dicen Buenas tardes ni Gracias. Lo demás todo bien."
3933,"Es el lugar cultural por excelencia.
Las exposiciones son de arte contemporáneo y la atención es excelente."
3934,La experiencia con la exposición en general. Muy recomendable
3935,Desde la construccion del edificio vale la pena poner atencion y excelentes exposiciones
3936,"Construcción por el arquitecto Legorreta, exposiciones permanentes pintura,esculturas en fin un gran lugar para conocer un poco más artistas internacionales"
3937,Super geniales exposiciones y buen trato de parte del personal
3938,Muy buen museo exelentes exposiciónes
3939,"Un excelemte lugar para sesión de fotos, hermosos arcos y estructura en ruinas, la parte conservada existen salas de exposición de diversas máscaras tradicionales de festividades mexicanas, exposición temporal y más. Se siente como un lugar de descanso, super tranquilo el interior."
3940,"Muy limpio el lugar. Jardines preciosos. Pero  estaría padrísimo que hubiese un guía, el recorrido está marcado con flechas pero tú solo haces tu propio criterio. Pues hay personal a cargo de cuidar cada sala pero solo eso."
3941,"La entrada vale $30, tienen lockers para que dejes bolsas, mochilas, etc. porqué no puedes ingresar con ellas. Todo el personal es super amable. Tienen varias colecciones/secciones. Mi favorita fue la que tiene piezas de la cultura de la India."
3942,"A Zacatecas también se le conoce como la civilizadora del norte y eso fue porque cuando en 1593 se fundara este convento de San Francisco, de aquí empezaron a partir las expediciones civilizadoras que llegarían hasta Nuevo México, Colorado, Arizona y Texas los cuales como ya sabemos fueron mexicanos hasta 1848 y en 1857 los frailes fueron obligados a abandonar el convento el cual con el tiempo seria invadido y usado como vecindad y hasta 1987 seria rescatado por el estado y después transformado en museo gracias a la gran colección del pintor zacatecano Rafael Coronel abriendo sus puertas al turismo en 1990.

Al ingresar al museo, después de haber pagado $30 pesos por persona, lo primero que harás, es visitar lo que era el templo, del cual ya no queda ningún mueble ni ornamentación, afortunadamente si se ha rescato la estructura del templo así como respetado su estructura original y únicamente adaptaciones para ser un recinto turístico como el gran domo con el que cuenta en la actualidad.

Una vez que hayas apreciado el templo,  pasaras a ver la sala de Arte Hindú, aquí verás la riqueza cultural y religiosa de India que aunque no lo creas México estuvo conectado con estos países asiáticos por medio de sus puertos marítimos los cuales llegaron a ser de los más importantes del continente americano como Veracruz y Acapulco donde había intercambios comerciales pero también culturales, a través de la compra y venta de arte.

Este museo también es conocido como el museo de la máscara y en ellas se ha podido ver conexiones entre distintas culturas que poco a poco iremos viendo.

Después de ver la sala de arte hindú, empezara tu caminata por el gran convento, uno de los más grandes del norte del país y en la actualidad uno de los mejores espacios culturales de México.

En este paseo disfrutarás de jardines y esculturas ante paredes de más de 400 años, pareciera un gran laberinto antes de entrar a ver a las máscaras, aprovecha este tiempo y espacio para tomarte muchas fotos.

Este museo nace gracias a la colección de Rafael Coronel , un regalo del señor hacia al pueblo zacatecano, Rafael Coronel fue un pintor que nació en este estado del país y que su más grande pasión fue adquirir y coleccionar piezas de arte, principalmente mascaras, pinturas y documentos."
3943,"Museo extraordinario, la galería que tienen es maravillosa.
Es un lugar muy bonito, grande, súper padre para fotografiar. El precio es súper accesible."
3944,"Muy bonito el lugar. La entrada cuesta solo 30 pesos (más o menos un dolar y medio) No sé si hay recorridos guiados, a mi no me toco. Si buscan un lugar para tomar buenas y bonitas fotos este es el lugar"
3945,"Un museo impresionante, la colección de máscaras más grande que haya visto, el lugar donde es el museo es un convento de los años 1500 y dentro de las instalaciones tiene partes dónde pareces que estás en una pelicula o en un videojuego o como si estuvieras en otra época, excelente lugar que tienes que visitar."
3946,"Este museo era un convento hace ya muchos años. Lo poco que se conserva de como era originalmente, está bien cuidado y bien distribuido para adaptarse a las salas del museo. Cuenta con una infinidad de máscaras de diferentes partes del país. Es un gran tesoro porque denotan la riqueza cultural de nuestros pueblos y sus tradiciones. Además tiene representaciones en marionetas de pasajes de la vida de nuestros pueblos en México. Si tienes la oportunidad de visitar Zacatecas, no dejes de pasar por este hermoso lugar que te transporta a aquellas épocas de los conventos al contemplar la estructura desgastada pero cuidada que tiene este bello lugar."
