,Nombre,Temática,Adscripción,Página web,Entidad,Municipio,Puntaje,Cantidad de comentarios
1269,Pinacoteca Tamaulipas,, Instituto Tamaulipeco para la Cultura y las Artes/Casa Filizola,http://www.tamaulipas.gob.mx/cultura/pinacoteca-de-tamaulipas/,Tamaulipas,Victoria,4.6,205
1270,Planetario Dr. Ramiro Iglesias Leal,Ciencia y tecnología,Museo de Historia Natural de Tamaulipas,https://www.tamaulipas.gob.mx/cultura,Tamaulipas,Victoria,4.6,50
1271,Museo Municipal José de Jesús Almanza Ríos,Arqueología,Ayuntamiento de Xicoténcatl,,Tamaulipas,Xicoténcatl,4.3,3
1272,Museo Comunitario de Atltzayanca,Arqueología,Unión Nacional de Museos Comunitarios y Ecomuseos A.C.,,Tlaxcala,Atltzayanca,4.3,98
1273,Museo de Sitio Ex-fábrica San Luis Apizaquito,,Instituto Tlaxcalteca de la Cultura/Centro Nacional de las Artes,http://www.ceartlax.gob.mx/Infraestructura.html,Tlaxcala,Apizaco,NaN,0
1274,Museo Casa de Piedra,Historia,Ayuntamiento de Apizaco,,Tlaxcala,Apizaco,4.2,539
1275,Museo de Sitio de  Zultepec-Tecoaque,Arqueología,Secretaría de Cultura/INAH,,Tlaxcala,Calpulalpan,4.7,25
1276,Museo de la Ciudad de Huamantla,Historia,"Centro Social, Recreativo y Cultural de Huamantla, A.C.",,Tlaxcala,Huamantla,4.1,58
1277,Museo Taurino de Huamantla,Especializado,"Centro Social, Recreativo y Cultural de Huamantla, A.C., Peña Taurina de Huamantla, A.C.",,Tlaxcala,Huamantla,4.3,964
1278,Museo Nacional del Títere Rosete Aranda,Arte,Instituto Tlaxcalteca de Cultura,http://www.turismotlaxcala.com/que-hacer/museos/museo_nacional_del_titere.htm,Tlaxcala,Huamantla,4.6,1985
1279,Museo Comunitario de Ixtenco,,Ayuntamiento de Ixtenco,https://www.facebook.com/TurismoYCulturaIxtenco/#,Tlaxcala,Ixtenco,NaN,0
1280,Museo Comunitario Mazatecochco,,"Municipio de José María Morelos, Pueblo de San Cosme Mazatecochco",,Tlaxcala,Mazatecochco de José María Morelos,3.0,0
1281,Museo de Sitio Atoyatenco,Arqueología,Ayuntamiento de Atoyatenco,,Tlaxcala,Natívitas,NaN,0
1282,Museo de Sitio de Cacaxtla,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/277-museo-de-sitio-de-cacaxtla,Tlaxcala,Natívitas,4.5,222
1283,Museo de Sitio de Xochitécatl,Arqueología,Secretaría de Cultura/INAH,https://www.inah.gob.mx/red-de-museos/278-museo-de-sitio-de-xochitecatl,Tlaxcala,Natívitas,4.0,17
1284,Museo Tlanechticalli,,,,Tlaxcala,San Pablo del Monte,4.0,8
1285,Museo Textil La Trinidad,Ciencia y tecnología,IMSS/Centro Vacacional La Trinidad,http://centrosvacacionales.imss.gob.mx/Paginas/tri_atracciones_complementarios.html,Tlaxcala,Santa Cruz Tlaxcala,NaN,0
1286,Museo de Sitio de Tizatlán,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/287-museo-de-sitio-de-tizatlan,Tlaxcala,Tlaxcala,NaN,0
1287,Museo Regional de Tlaxcala ,Historia,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/227-museo-regional-de-tlaxcala,Tlaxcala,Tlaxcala,4.6,173
1288,Museo de la Plástica Desiderio Hernández Xochitiotzin,,Instituto Tlaxcalteca de la Cultura,http://turismotlaxcala.com/Atractivos/Atractivo.php?i=18&Atractivo=Museo-de-la-Plastica-Desiderio-Hernandez-Xochitiotzin,Tlaxcala,Tlaxcala,4.5,206
1289,Museo Vivo de Artes y Tradiciones Populares de Tlaxcala,Arte,Fideicomiso Fondo de la Casa de las Artesanías de Tlaxcala ,http://artesanias.tlaxcala.gob.mx/index.php/areas-cat/museo-vivo,Tlaxcala,Tlaxcala,4.5,20
1290,Museo Miguel N. Lira,Historia,Instituto Tlaxcalteca de Cultura,,Tlaxcala,Tlaxcala,4.6,197
1291,Museo de Arte de Tlaxcala ,Arte,Instituto Tlaxcalteca de Cultura,,Tlaxcala,Tlaxcala,4.4,441
1292,Museo de la Memoria de Tlaxcala,Antropología,Fideicomiso Colegio de Historia de Tlaxcala,,Tlaxcala,Tlaxcala,4.5,488
1293,"Museo de Historia, Artes y Tradiciones Carlos González",,Instituto Tlaxcalteca de Cultura,,Tlaxcala,Tlaxco,NaN,0
1294,Museo de Sitio de Ocotelulco (en proceso de remodelación),Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/286-museo-de-sito-de-ocotelulco,Tlaxcala,Totolac,NaN,0
1295,Museo Comunitario Primer Señorío de Tepeticpac,,Unión Nacional de Museos Comunitarios,https://www.facebook.com/Museo-comunitario-Primer-Se%C3%B1orio-de-Tepeticpac-169073286892754/,Tlaxcala,Totolac,NaN,0
1296,Museo de Autor Moisés Avendaño,Arte,"Museo de Autor M.A., A.C.",http://www.museodeautor.com,Veracruz de Ignacio de la Llave,Alvarado,4.4,5
1297,Museo Comunitario de Atoyac,Temática no determinada,Ayuntamiento de Atoyac,,Veracruz de Ignacio de la Llave,Atoyac,NaN,0
1298,Museo Patria y Libertad,,Ayuntamiento de Boca del Río,http://www.museopatriaylibertad.com.mx/,Veracruz de Ignacio de la Llave,Boca del Río,5.0,3
1299,Casa Museo Agustín Lara,Historia,Instituto Veracruzano de la Cultura,http://ivec.gob.mx/#,Veracruz de Ignacio de la Llave,Boca del Río,4.4,262
1300,Museo Naval Interactivo Cañonero Guanajuato C-07,Especializado,"Sociedad Ecológica Aqua Terra Ventus, S. C.",,Veracruz de Ignacio de la Llave,Boca del Río,NaN,0
1301,Museo Municipal de la Moneda (MUMUMO),,Ayuntamiento de Boca del Río,http://mumumo.com.mx,Veracruz de Ignacio de la Llave,Boca del Río,4.8,48
1302,Museo Comunitario Mendocino,Historia,"Fondo Mendocino para la Cultura y las Artes (Fomeca), A.C.",,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,4.3,7
1303,Casa Museo María Enriqueta,Historia,"Círculo Cultural Amigos de María Enriqueta, A.C.",http://casamuseomariaenriqueta.com/Main.aspx,Veracruz de Ignacio de la Llave,Coatepec,4.3,52
1304,Museo Interactivo El Café-tal Apan,Especializado,Cafe-tal Apan ,http://elcafe-talapan.com/index.php/page/museo,Veracruz de Ignacio de la Llave,Coatepec,4.7,1083
1305,Museo del Café,Especializado,Ayuntamiento de Córdoba,http://museodelcafe.mx/,Veracruz de Ignacio de la Llave,Córdoba,NaN,0
1306,Museo Nacional de la Caña La Zafra,,Ayuntamiento de Córdoba/Hacienda de San Francisco Toxpan,http://201.144.242.72/vive/atractivos-monumentos.html,Veracruz de Ignacio de la Llave,Córdoba,4.6,19
1307,Museo de Córdoba,Arqueología,"Ayuntamiento de Córdoba/Patronato del Museo de Córdoba, A.C.",,Veracruz de Ignacio de la Llave,Córdoba,4.3,231
1308,Museo Comunitario Tetlalpan,Arqueología,"Museo Comunitario Tetlalpan, A.C.",,Veracruz de Ignacio de la Llave,Coscomatepec,NaN,0
1309,Museo Ex Hacienda El Lencero,Historia,Patronato para la Administración y Conservación del Museo Ex-Hacienda El Lencero,,Veracruz de Ignacio de la Llave,Emiliano Zapata,4.6,1046
1310,Museo Tatsugoro,Especializado,"Museo Tatsugoro, A.C.",http://www.museotatsugoro.com.mx/,Veracruz de Ignacio de la Llave,Fortín,4.8,575
1311,Museo Regional Zamoreño,,Patronato del Museo Regional Zamoreño,,Veracruz de Ignacio de la Llave,Gutiérrez Zamora,4.3,20
1312,Museo de la Unidad Indígena Gral. Emiliano Zapata,Arqueología,Unidad Regional de Culturas Populares,,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,NaN,0
1313,Museo Municipal de Antropología e Historia Malintzin 1524,Arqueología,Ayuntamiento de Huiloapan de Cuauhtémoc,,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,5.0,5
1314,Museo de Sitio El Zapotal,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/221-museo-de-sitio-de-el-zapotal,Veracruz de Ignacio de la Llave,Ignacio de la Llave,4.4,34
1315,Museo de Antropología de Xalapa (MAX),Arqueología,Universidad Veracruzana,http://www.uv.mx/max,Veracruz de Ignacio de la Llave,Xalapa,4.7,4289
1316,Pinacoteca Diego Rivera,Arte,Instituto Veracruzano de la Cultura,https://es-la.facebook.com/PinacotecaDiegoRivera.IVEC,Veracruz de Ignacio de la Llave,Xalapa,4.6,189
1317,Museo de San Rafael Guízar y Valencia,Historia,Antiguo Palacio Episcopal. Arquidiócesis de Xalapa,,Veracruz de Ignacio de la Llave,Xalapa,4.5,138
1318,Museo Comunitario de la Fauna de Veracruz,Ciencia y tecnología,"Patronato para el Parque Ecológico Macuiltépetl, A.C.",http://macuiltepetl.org/museo-de-la-fauna-de-veracruz/,Veracruz de Ignacio de la Llave,Xalapa,NaN,0
1319,Museo en Honor a los Bomberos,Ciencia y tecnología,"Patronato de Bomberos de Xalapa, A.C.",https://www.xalapaveracruz.mx/el-museo-del-bombero/,Veracruz de Ignacio de la Llave,Xalapa,4.5,42
1320,Museo Casa de Xalapa,Historia,Ayuntamiento de Xalapa,,Veracruz de Ignacio de la Llave,Xalapa,4.5,78
1321,Museo Comunitario de Jamapa,Temática no determinada,Independiente,,Veracruz de Ignacio de la Llave,Jamapa,4.4,51
1322,Museo del Danzante Xiqueño,Antropología,Casa de la Cultura de Xico,https://www.facebook.com/danzasxico?fref=ts,Veracruz de Ignacio de la Llave,Xico,4.4,176
1323,Museo del Vestido de Santa María Magdalena,Antropología,Parroquia de Santa María Magdalena,,Veracruz de Ignacio de la Llave,Xico,4.3,79
1324,Museo Regional de Misantla David Ramírez Lavoignet,Arqueología,Casa de Cultura de Misantla,,Veracruz de Ignacio de la Llave,Misantla,NaN,0
1325,Museo de Arte del Estado de Veracruz (MAEV),Arte,Instituto Veracruzano de la Cultura,http://www.ivec.gob.mx/,Veracruz de Ignacio de la Llave,Orizaba,4.6,625
1326,Museo Religioso de San Antonio,Arte,Diócesis de Orizaba,https://www.facebook.com/pages/Museo-Religioso-De-San-Antonio/1520852668222304,Veracruz de Ignacio de la Llave,Orizaba,4.4,66
1327,Museo de las Raíces de Orizaba,Antropología,Ayuntamiento de Orizaba,https://programadestinosmexico.com/museos/museo-de-las-raices-de-orizaba-muro-orizaba.html,Veracruz de Ignacio de la Llave,Orizaba,4.7,10
1328,Museo Interactivo Francisco Gabilondo Soler,,Polyforum Cultural Mier y Pesado/Ayuntamiento de Orizaba,https://veracruz.mx/atractivo.php?idnota=1833,Veracruz de Ignacio de la Llave,Orizaba,4.8,961
1329,Museo de Historia Regional de Pánuco,Arqueología,Ayuntamiento de Pánuco,,Veracruz de Ignacio de la Llave,Pánuco,NaN,0
1330,Museo de Sitio de la Zona Arqueológica El Tajín (cerrado por la pandemia) ,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/256-museo-de-sitio-de-el-tajin,Veracruz de Ignacio de la Llave,Papantla,NaN,0
1331,Museo Teodoro Cano,Arte,Instituto Veracruzano de la Cultura,http://ivec.gob.mx/,Veracruz de Ignacio de la Llave,Papantla,4.4,278
1332,Museo Comunitario Serafín Olarte (Cerrado temporalmente),Temática no determinada,Comunitario independiente,https://www.cultura.gob.mx/estados/turismo-cultural-detalle.php?id=65990#.Xuj3MkUzbIU,Veracruz de Ignacio de la Llave,Papantla,NaN,0
1333,Museo Tuxteco,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/225-museo-tuxteco,Veracruz de Ignacio de la Llave,Santiago Tuxtla,4.3,161
1334,Museo de Sitio de Tres Zapotes,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/226-museo-de-sitio-de-tres-zapotes,Veracruz de Ignacio de la Llave,Santiago Tuxtla,4.2,301
1335,Museo de Sitio Castillo de Teayo,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/219-museo-de-sitio-castillo-teayo,Veracruz de Ignacio de la Llave,Castillo de Teayo,3.8,6
1336,Museo Marino Comunitario de Tecolutla,Historia,"Museo Marino Comunitario, A.C.",https://www.zonaturistica.com/atractivo-turistico/1254/museo-marino-comunitario-tecolutla.html,Veracruz de Ignacio de la Llave,Tecolutla,4.0,1193
1337,Museo Comunitario de la Antigua Estación Ferroviaria,Historia,Ayuntamiento de Teocelo,,Veracruz de Ignacio de la Llave,Teocelo,4.3,4
1338,Museo de Sitio de San Lorenzo Tenochtitlan,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/223-museo-de-sitio-de-san-lorenzo-tenochtitlan,Veracruz de Ignacio de la Llave,Texistepec,4.8,4
1339,Museo Agustín Lara ,Historia,Ayuntamiento de Tlacotalpan,,Veracruz de Ignacio de la Llave,Tlacotalpan,4.4,262
1340,Museo Jarocho Salvador Ferrando,Arte,Ayuntamiento de Tlacotalpan,,Veracruz de Ignacio de la Llave,Tlacotalpan,NaN,0
1341,Museo de la Amistad México-Cuba,Historia,Ayuntamiento de Tuxpan,http://turismo.mexicoxp.com/veracruz/art-Museo_de_la_amistad_-737.html,Veracruz de Ignacio de la Llave,Tuxpan,4.2,700
1342,Museo de Sitio de Cempoala,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/220-museo-de-sitio-de-cempoala,Veracruz de Ignacio de la Llave,Ursulo Galván,4.4,218
1343,Museo de Sitio de Higueras,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/222-museo-de-sitio-de-higueras,Veracruz de Ignacio de la Llave,Vega de Alatorre,4.3,22
1344,Casa Museo Salvador Díaz Mirón,Historia,Ayuntamiento de Veracruz,,Veracruz de Ignacio de la Llave,Veracruz,4.5,154
1345,Museo de la Ciudad de Veracruz Coronel Manuel Gutiérrez Zamora,Historia,Ayuntamiento de Veracruz,https://www.centrohistorico.veracruzmunicipio.gob.mx/inmueble.php?idreg=246,Veracruz de Ignacio de la Llave,Veracruz,4.3,865
1346,Museo Naval México,Historia,Secretaría de Marina,,Veracruz de Ignacio de la Llave,Veracruz,4.8,5622
1347,"Museo Baluarte de Santiago (cerrado, en proceso de restauración)",Historia,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/218-museo-baluarte-de-santiago,Veracruz de Ignacio de la Llave,Veracruz,NaN,0
1348,Museo Recinto de la Reforma ,Historia,Ayuntamiento de Veracruz,,Veracruz de Ignacio de la Llave,Veracruz,4.3,119
1349,Museo de Cera de Veracruz,Especializado,"Atracciones Culturales de Oriente, S.A. de C.V.",http://www.museodecera.com.mx/,Veracruz de Ignacio de la Llave,Veracruz,4.5,1516
1350,Museo Local del Fuerte de San Juan de Ulúa,Historia,Secretaría de Cultura/INAH,https://www.sanjuandeulua.inah.gob.mx/,Veracruz de Ignacio de la Llave,Veracruz,NaN,0
1351,Museo Regional de Palmillas,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/224-museo-regional-de-palmillas,Veracruz de Ignacio de la Llave,Yanga,4.4,48
1352,Museo Dr. José Benigno Zilli Manica,Historia,"Fomento Cultural Zentla, A.C./Ayuntamiento de Zentla",,Veracruz de Ignacio de la Llave,Zentla,4.5,2
1353,Museo Comunitario U Yotoch Cah,Arqueología,Comunitario,,Yucatán,Akil,NaN,0
1354,Museo de Arte Sacro de Conkal,Arte,Arquidiócesis de Yucatán,https://www.facebook.com/Galer%C3%ADa-de-Arte-Sacro-de-la-Arquidi%C3%B3cesis-de-Yucat%C3%A1n-524579327730533/?fref=ts,Yucatán,Conkal,4.6,120
1355,Museo Comunitario Itzmal Kauil,Historia,"Unión Nacional de Museos y Ecomuseos, A.C./Unión Estatal de Museos Comunitarios de Yucatán, A.C.",,Yucatán,Izamal,NaN,0
1356,Museo de la Canción Yucateca,Arte,Instituto de Historia y Museos de Yucatán,http://www.museodelacancionyucateca.com/,Yucatán,Mérida,4.6,433
1357,Gran Museo del Mundo Maya,Arqueología,Instituto de Historia y Museos de Yucatán,http://www.granmuseodelmundomaya.com.mx/,Yucatán,Mérida,4.6,8047
1358,Museo Conmemorativo de la Inmigración Coreana a Yucatán,Historia,Asociación Coreana de Yucatán,,Yucatán,Mérida,NaN,0
1359,Museo de Historia Natural,Ciencia y tecnología,Ayuntamiento de Mérida,,Yucatán,Mérida,4.0,390
1360,Museo Casa Manzanero,,Patronato de las Unidades de Servicios Culturales y Turísticos de Yucatán ,,Yucatán,Mérida,4.6,68
1361,"Palacio de la Música, Museo Interactivo",,Gobierno del Estado/Secretaría de Cultura de Yucatán,,Yucatán,Mérida,4.8,1430
1362,Casa Montejo,Arte,"Fomento Cultural Banamex, A.C.",https://fomentoculturalbanamex.org/casasdeculturabanamex/museocasamontejo/historia/,Yucatán,Mérida,4.6,1203
1363,Jardín Botánico Regional Xíitbal neek’,Ciencia y tecnología,"Centro de Investigación Científica de Yucatán, A.C.",http://www.cicy.mx/jardin-botanico/que-somos,Yucatán,Mérida,4.7,395
1364,"Museo Regional de Antropología de Yucatán, Palacio Cantón",Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/306-museo-regional-de-antropologia-de-yucatan-palacio-canton,Yucatán,Mérida,NaN,0
1365,Casa-Museo Montejo 495,,,https://montejo495.com/,Yucatán,Mérida,4.0,20
1366,Casa Museo Montes Molina,Arte,La Quinta Montes Molina,http://www.laquintamm.com/museo.html,Yucatán,Mérida,4.7,1798
1367,Planetario Arcadio Poveda Ricalde,Ciencia y tecnología,Ayuntamiento de Mérida,https://www.merida.gob.mx/planetario/php/index.phpx,Yucatán,Mérida,4.2,11
1368,Museo de la Ciudad de Mérida,Historia,Ayuntamiento de Mérida,,Yucatán,Mérida,4.6,1108
1369,Museo de los Ferrocarriles de Yucatán,Historia,"Amigos del Museo de los Ferrocarriles de Yucatán, A.C.",,Yucatán,Mérida,4.5,616
1370,Museo Pinacoteca Juan Gamboa Guzmán,Arte,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/305-pinacoteca-de-merida-juan-gamboa-guzman,Yucatán,Mérida,4.1,47
1371,Museo de Arte Popular de Yucatán,Arte,Secretaría de Cultura y las Artes de Yucatán,,Yucatán,Mérida,4.7,199
1372,Museo del Pueblo Maya de Dzibilchaltún,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/zonas/150-museo-del-pueblo-maya-de-dzibilchaltun,Yucatán,Mérida,4.2,233
1373,Museo de Ciencias del Cráter Chicxulub,Ciencia y tecnología,"UNAM/Centro de Investigación Científica de Yucatán, A.C./Secretaría de Investigación, Innovación y Educación Superior",http://pcty.com.mx/museo-de-ciencias/,Yucatán,Mérida,4.3,132
1374,Museo de Felipe Carrillo Puerto,Historia,Ayuntamiento de Motul,,Yucatán,Motul,4.5,109
1375,Museo Choco-Story Uxmal,Especializado,"Choco-Story Uxmal, S.A. de C.V.",http://www.choco-storymexico.com/,Yucatán,Santa Elena,4.6,1971
1376,Museo de Sitio de Uxmal,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/215-museo-de-sitio-de-uxmal,Yucatán,Santa Elena,4.0,4
1377,Museo Comunitario Kaan Pepén,Antropología,"Unión Nacional de Museos y Ecomuseos, A.C., Unión Estatal de Museos Comunitarios de Yucatán, A.C.",,Yucatán,Teabo,NaN,0
1378,Sala Introductoria a Chichén Itzá,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/paseos/chichen/,Yucatán,Tinum,NaN,0
1379,Museo de sitio de la Zona Arqueológica de Balamcanché,,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/zonas/142-zona-arqueologica-de-balamcanche,Yucatán,Tinum,4.6,289
1380,Museo de Ropa Étnica de México ,,"MUREM, A.C.",https://www.murem.org/,Yucatán,Valladolid,4.9,64
1381,Museo de San Roque,Historia,Ayuntamiento de Valladolid,http://ecoturismob.blogspot.mx/2012/10/museo-de-san-roque-en-valladolid-yucatan.html,Yucatán,Valladolid,4.2,244
1382,Museo Comunitario Xtepén Aak,Antropología,"Unión Estatal de Museos Comunitarios de Yucatán, A.C.",,Yucatán,Valladolid,NaN,0
1383,Museo Comunitario de Yaxunah,Antropología,Centro Cultural Comunitario de Yaxunah,,Yucatán,Yaxcabá,NaN,0
1384,Museo del Ferrocarril ,Historia,Ayuntamiento de Cañitas de Felipe Pescador,,Zacatecas,Cañitas de Felipe Pescador,5.0,0
1385,Museo Comunitario Chalchiuites,Antropología,Ayuntamiento de Chalchihuites,,Zacatecas,Chalchihuites,NaN,0
1386,Museo de Sitio de Alta Vista Chalchihuites,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/233-museo-de-sitio-de-alta-vista-chalchihuites,Zacatecas,Chalchihuites,4.8,71
1387,Museo de Minería Napoleón Gómez Sada (cerrado por remodelación),Ciencia y tecnología,"Minera Fresnillo, S.A. de C.V.",,Zacatecas,Fresnillo,4.2,127
